eod_summary_id,country_code,store_id,terminal_id,business_date,fiscal_period_key,currency_code,net_sales,tax_collected,cash_variance,paynow_total,duitnow_total,nets_total,sap_transfer_status,supervisor_id,_dq_flag
EOD-SG-002-T01-20241002,SGP,SG-STR-002,TILL-ALL,2024-10-02,SGP-2024-10,SGD,5811.77,523.04,-0.22,1678.79,0.0,1359.16,TRANSFERRED,EMP-SG-10050,CLEAN
EOD-SG-003-T01-20241002,SGP,SG-STR-003,TILL-ALL,2024-10-02,SGP-2024-10,SGD,7744.99,697.06,5.99,1793.78,0.0,2137.42,TRANSFERRED,EMP-SG-10048,CLEAN
EOD-SG-004-T01-20241002,SGP,SG-STR-004,TILL-ALL,2024-10-02,SGP-2024-10,SGD,6582.19,592.38,12.16,2590.39,0.0,1606.67,TRANSFERRED,EMP-SG-10049,CLEAN
EOD-SG-005-T01-20241002,SGP,SG-STR-005,TILL-ALL,2024-10-02,SGP-2024-10,SGD,7637.22,687.35,100.08,2106.35,0.0,1933.27,TRANSFERRED,EMP-SG-10052,CLEAN
EOD-SG-006-T01-20241002,SGP,SG-STR-006,TILL-ALL,2024-10-02,SGP-2024-10,SGD,6251.3,562.62,-92.48,2264.54,0.0,1068.8,TRANSFERRED,EMP-SG-10058,CLEAN
EOD-SG-007-T01-20241002,SGP,SG-STR-007,TILL-ALL,2024-10-02,SGP-2024-10,SGD,6203.44,558.26,-26.41,2193.51,0.0,1785.49,TRANSFERRED,EMP-SG-10058,CLEAN
EOD-MY-001-T01-20241003,MYS,MY-STR-001,TILL-ALL,2024-10-03,MYS-2024-10,MYR,63008.3,3780.52,-1.2,0.0,4922.1,0.0,TRANSFERRED,EMP-MY-10023,CLEAN
EOD-MY-002-T01-20241003,MYS,MY-STR-002,TILL-ALL,2024-10-03,MYS-2024-10,MYR,18080.06,1084.81,22.1,0.0,1238.39,0.0,TRANSFERRED,EMP-MY-10028,CLEAN
EOD-MY-003-T01-20241003,MYS,MY-STR-003,TILL-ALL,2024-10-03,MYS-2024-10,MYR,20286.62,1217.2,-58.27,0.0,1643.12,0.0,TRANSFERRED,EMP-MY-10018,CLEAN
EOD-MY-004-T01-20241003,MYS,MY-STR-004,TILL-ALL,2024-10-03,MYS-2024-10,MYR,22127.63,1327.67,-4.23,0.0,2606.68,0.0,TRANSFERRED,EMP-MY-10015,CLEAN
EOD-MY-005-T01-20241003,MYS,MY-STR-005,TILL-ALL,2024-10-03,MYS-2024-10,MYR,21682.57,1300.94,-10.32,0.0,2504.74,0.0,TRANSFERRED,EMP-MY-10017,CLEAN
EOD-MY-006-T01-20241003,MYS,MY-STR-006,TILL-ALL,2024-10-03,MYS-2024-10,MYR,20309.7,1218.6,4.4,0.0,1571.79,0.0,TRANSFERRED,EMP-MY-10018,CLEAN
EOD-MY-007-T01-20241003,MYS,MY-STR-007,TILL-ALL,2024-10-03,MYS-2024-10,MYR,20128.24,1207.68,-105.94,0.0,1387.27,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-MY-008-T01-20241003,MYS,MY-STR-008,TILL-ALL,2024-10-03,MYS-2024-10,MYR,21656.58,1299.4,12.64,0.0,908.21,0.0,TRANSFERRED,EMP-MY-10029,CLEAN
EOD-SG-001-T01-20241003,SGP,SG-STR-001,TILL-ALL,2024-10-03,SGP-2024-10,SGD,20296.53,1826.7,-9.83,7365.41,0.0,2412.56,TRANSFERRED,EMP-SG-10041,CLEAN
EOD-SG-002-T01-20241003,SGP,SG-STR-002,TILL-ALL,2024-10-03,SGP-2024-10,SGD,6143.49,552.95,3.57,2201.28,0.0,2278.59,TRANSFERRED,EMP-SG-10052,CLEAN
EOD-SG-003-T01-20241003,SGP,SG-STR-003,TILL-ALL,2024-10-03,SGP-2024-10,SGD,4924.94,443.24,-13.3,896.12,0.0,629.82,TRANSFERRED,EMP-SG-10049,CLEAN
EOD-SG-004-T01-20241003,SGP,SG-STR-004,TILL-ALL,2024-10-03,SGP-2024-10,SGD,6414.96,577.38,-21.8,1788.0,0.0,1418.48,TRANSFERRED,EMP-SG-10049,CLEAN
EOD-SG-005-T01-20241003,SGP,SG-STR-005,TILL-ALL,2024-10-03,SGP-2024-10,SGD,6346.99,568.62,-3.62,2472.53,0.0,1415.64,TRANSFERRED,EMP-SG-10054,CLEAN
EOD-SG-006-T01-20241003,SGP,SG-STR-006,TILL-ALL,2024-10-03,SGP-2024-10,SGD,6091.16,548.22,52.91,2044.63,0.0,1147.31,TRANSFERRED,EMP-SG-10054,CLEAN
EOD-SG-007-T01-20241003,SGP,SG-STR-007,TILL-ALL,2024-10-03,SGP-2024-10,SGD,5954.79,535.94,22.09,2139.77,0.0,1064.06,TRANSFERRED,EMP-SG-10048,CLEAN
EOD-MY-001-T01-20241004,MYS,MY-STR-001,TILL-ALL,2024-10-04,MYS-2024-10,MYR,53721.31,3223.29,13.62,0.0,2179.56,0.0,TRANSFERRED,EMP-MY-10020,CLEAN
EOD-MY-002-T01-20241004,MYS,MY-STR-002,TILL-ALL,2024-10-04,MYS-2024-10,MYR,19763.22,1185.79,1.2,0.0,1305.77,0.0,TRANSFERRED,EMP-MY-10014,CLEAN
EOD-MY-003-T01-20241004,MYS,MY-STR-003,TILL-ALL,2024-10-04,MYS-2024-10,MYR,21074.13,1264.41,-27.52,0.0,1014.42,0.0,TRANSFERRED,EMP-MY-10029,CLEAN
EOD-MY-004-T01-20241004,MYS,MY-STR-004,TILL-ALL,2024-10-04,MYS-2024-10,MYR,19173.96,1150.44,26.2,0.0,129.89,0.0,TRANSFERRED,EMP-MY-10022,CLEAN
EOD-MY-005-T01-20241004,MYS,MY-STR-005,TILL-ALL,2024-10-04,MYS-2024-10,MYR,17508.78,1067.86,115.41,0.0,546.93,0.0,TRANSFERRED,EMP-MY-10020,CLEAN
EOD-MY-006-T01-20241004,MYS,MY-STR-006,TILL-ALL,2024-10-04,MYS-2024-10,MYR,21571.74,1294.32,-4.68,0.0,2108.19,0.0,TRANSFERRED,EMP-MY-10020,CLEAN
EOD-MY-007-T01-20241004,MYS,MY-STR-007,TILL-ALL,2024-10-04,MYS-2024-10,MYR,22292.14,1337.55,-20.82,0.0,1542.62,0.0,TRANSFERRED,EMP-MY-10016,CLEAN
EOD-MY-008-T01-20241004,MYS,MY-STR-008,TILL-ALL,2024-10-04,MYS-2024-10,MYR,21456.55,1287.39,11.07,0.0,1076.78,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-SG-001-T01-20241004,SGP,SG-STR-001,TILL-ALL,2024-10-04,SGP-2024-10,SGD,17797.8,1601.83,77.55,7963.96,0.0,2444.71,TRANSFERRED,EMP-SG-10042,CLEAN
EOD-SG-002-T01-20241004,SGP,SG-STR-002,TILL-ALL,2024-10-04,SGP-2024-10,SGD,5030.19,452.72,-82.35,1050.32,0.0,803.99,TRANSFERRED,EMP-SG-10043,CLEAN
EOD-SG-003-T01-20241004,SGP,SG-STR-003,TILL-ALL,2024-10-04,SGP-2024-10,SGD,7901.4,711.13,18.3,2553.81,0.0,2305.8,TRANSFERRED,EMP-SG-10044,CLEAN
EOD-SG-004-T01-20241004,SGP,SG-STR-004,TILL-ALL,2024-10-04,SGP-2024-10,SGD,7509.91,675.9,17.26,4027.75,0.0,872.8,TRANSFERRED,EMP-SG-10058,CLEAN
EOD-SG-005-T01-20241004,SGP,SG-STR-005,TILL-ALL,2024-10-04,SGP-2024-10,SGD,6516.86,586.52,-24.06,1831.3,0.0,1426.39,TRANSFERRED,EMP-SG-10052,CLEAN
EOD-SG-006-T01-20241004,SGP,SG-STR-006,TILL-ALL,2024-10-04,SGP-2024-10,SGD,6558.21,590.21,-2.86,1541.17,0.0,732.78,TRANSFERRED,EMP-SG-10052,CLEAN
EOD-SG-007-T01-20241004,SGP,SG-STR-007,TILL-ALL,2024-10-04,SGP-2024-10,SGD,6267.15,564.06,28.3,1618.95,0.0,1492.92,TRANSFERRED,EMP-SG-10045,CLEAN
EOD-MY-001-T01-20241005,MYS,MY-STR-001,TILL-ALL,2024-10-05,MYS-2024-10,MYR,99821.0,5989.22,17.05,0.0,8512.58,0.0,TRANSFERRED,EMP-MY-10020,CLEAN
EOD-MY-002-T01-20241005,MYS,MY-STR-002,TILL-ALL,2024-10-05,MYS-2024-10,MYR,30354.38,1821.27,23.88,0.0,501.09,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-MY-003-T01-20241005,MYS,MY-STR-003,TILL-ALL,2024-10-05,MYS-2024-10,MYR,34834.7,2090.12,60.23,0.0,673.94,0.0,TRANSFERRED,EMP-MY-10013,CLEAN
EOD-MY-004-T01-20241005,MYS,MY-STR-004,TILL-ALL,2024-10-05,MYS-2024-10,MYR,35668.15,2140.07,-54.06,0.0,3822.68,0.0,TRANSFERRED,EMP-MY-10015,CLEAN
EOD-MY-005-T01-20241005,MYS,MY-STR-005,TILL-ALL,2024-10-05,MYS-2024-10,MYR,33437.79,2006.31,-82.97,0.0,1161.94,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-MY-006-T01-20241005,MYS,MY-STR-006,TILL-ALL,2024-10-05,MYS-2024-10,MYR,35328.52,2119.7,-27.71,0.0,857.87,0.0,TRANSFERRED,EMP-MY-10011,CLEAN
EOD-MY-007-T01-20241005,MYS,MY-STR-007,TILL-ALL,2024-10-05,MYS-2024-10,MYR,34247.58,2054.81,-85.94,0.0,4091.66,0.0,TRANSFERRED,EMP-MY-10023,CLEAN
EOD-MY-008-T01-20241005,MYS,MY-STR-008,TILL-ALL,2024-10-05,MYS-2024-10,MYR,29938.25,1796.31,-7.85,0.0,1406.03,0.0,TRANSFERRED,EMP-MY-10016,CLEAN
EOD-SG-001-T01-20241005,SGP,SG-STR-001,TILL-ALL,2024-10-05,SGP-2024-10,SGD,33253.44,2992.79,-12.13,11220.09,0.0,6440.77,TRANSFERRED,EMP-SG-10057,CLEAN
EOD-SG-002-T01-20241005,SGP,SG-STR-002,TILL-ALL,2024-10-05,SGP-2024-10,SGD,12079.08,1087.11,-9.67,3517.31,0.0,2579.7,TRANSFERRED,EMP-SG-10044,CLEAN
EOD-SG-003-T01-20241005,SGP,SG-STR-003,TILL-ALL,2024-10-05,SGP-2024-10,SGD,11328.51,1019.62,108.7,2375.22,0.0,3166.0,TRANSFERRED,EMP-SG-10044,CLEAN
EOD-SG-004-T01-20241005,SGP,SG-STR-004,TILL-ALL,2024-10-05,SGP-2024-10,SGD,10191.52,917.24,86.7,3344.05,0.0,2107.0,TRANSFERRED,EMP-SG-10056,CLEAN
EOD-SG-005-T01-20241005,SGP,SG-STR-005,TILL-ALL,2024-10-05,SGP-2024-10,SGD,10500.06,945.0,28.15,2784.69,0.0,1329.28,TRANSFERRED,EMP-SG-10043,CLEAN
EOD-SG-006-T01-20241005,SGP,SG-STR-006,TILL-ALL,2024-10-05,SGP-2024-10,SGD,9344.28,836.67,22.91,3327.76,0.0,1675.33,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-007-T01-20241005,SGP,SG-STR-007,TILL-ALL,2024-10-05,SGP-2024-10,SGD,9487.61,853.85,-13.39,2726.2,0.0,2728.3,TRANSFERRED,EMP-SG-10043,CLEAN
EOD-MY-001-T01-20241006,MYS,MY-STR-001,TILL-ALL,2024-10-06,MYS-2024-10,MYR,102852.72,6186.89,-93.22,0.0,8751.25,0.0,TRANSFERRED,EMP-MY-10017,CLEAN
EOD-MY-002-T01-20241006,MYS,MY-STR-002,TILL-ALL,2024-10-06,MYS-2024-10,MYR,28036.83,1682.21,14.65,0.0,2723.33,0.0,TRANSFERRED,EMP-MY-10016,CLEAN
EOD-MY-003-T01-20241006,MYS,MY-STR-003,TILL-ALL,2024-10-06,MYS-2024-10,MYR,28807.07,1728.44,-12.22,0.0,1426.09,0.0,TRANSFERRED,EMP-MY-10019,CLEAN
EOD-MY-004-T01-20241006,MYS,MY-STR-004,TILL-ALL,2024-10-06,MYS-2024-10,MYR,31021.61,1861.31,1.27,0.0,2864.82,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-MY-005-T01-20241006,MYS,MY-STR-005,TILL-ALL,2024-10-06,MYS-2024-10,MYR,25131.51,1507.88,-3.61,0.0,1782.01,0.0,TRANSFERRED,EMP-MY-10023,CLEAN
EOD-MY-006-T01-20241006,MYS,MY-STR-006,TILL-ALL,2024-10-06,MYS-2024-10,MYR,29942.22,1796.57,-11.46,0.0,2384.79,0.0,TRANSFERRED,EMP-MY-10022,CLEAN
EOD-MY-007-T01-20241006,MYS,MY-STR-007,TILL-ALL,2024-10-06,MYS-2024-10,MYR,27437.5,1646.27,13.66,0.0,991.79,0.0,TRANSFERRED,EMP-MY-10010,CLEAN
EOD-MY-008-T01-20241006,MYS,MY-STR-008,TILL-ALL,2024-10-06,MYS-2024-10,MYR,33956.64,2037.39,-1.19,0.0,2763.99,0.0,TRANSFERRED,EMP-MY-10014,CLEAN
EOD-SG-001-T01-20241006,SGP,SG-STR-001,TILL-ALL,2024-10-06,SGP-2024-10,SGD,29905.72,2691.48,-26.84,9207.96,0.0,7085.51,TRANSFERRED,EMP-SG-10053,CLEAN
EOD-SG-002-T01-20241006,SGP,SG-STR-002,TILL-ALL,2024-10-06,SGP-2024-10,SGD,10955.74,985.94,93.4,3236.78,0.0,1878.62,TRANSFERRED,EMP-SG-10054,CLEAN
EOD-SG-003-T01-20241006,SGP,SG-STR-003,TILL-ALL,2024-10-06,SGP-2024-10,SGD,9572.35,861.51,-2.51,4147.59,0.0,1630.86,TRANSFERRED,EMP-SG-10040,CLEAN
EOD-SG-004-T01-20241006,SGP,SG-STR-004,TILL-ALL,2024-10-06,SGP-2024-10,SGD,11720.01,1054.77,-4.59,3524.31,0.0,1988.94,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-005-T01-20241006,SGP,SG-STR-005,TILL-ALL,2024-10-06,SGP-2024-10,SGD,11641.19,1047.63,-4.31,5157.7,0.0,1851.99,TRANSFERRED,EMP-SG-10050,CLEAN
EOD-SG-006-T01-20241006,SGP,SG-STR-006,TILL-ALL,2024-10-06,SGP-2024-10,SGD,13177.39,1185.92,-9.02,3139.48,0.0,3211.88,TRANSFERRED,EMP-SG-10043,CLEAN
EOD-SG-007-T01-20241006,SGP,SG-STR-007,TILL-ALL,2024-10-06,SGP-2024-10,SGD,12965.07,1166.84,-2.4,4980.24,0.0,2280.43,TRANSFERRED,EMP-SG-10040,CLEAN
EOD-MY-001-T01-20241007,MYS,MY-STR-001,TILL-ALL,2024-10-07,MYS-2024-10,MYR,53005.55,3180.35,25.57,0.0,1898.7,0.0,TRANSFERRED,EMP-MY-10016,CLEAN
EOD-MY-002-T01-20241007,MYS,MY-STR-002,TILL-ALL,2024-10-07,MYS-2024-10,MYR,20436.71,1226.21,16.62,0.0,0.0,0.0,TRANSFERRED,EMP-MY-10017,CLEAN
EOD-MY-003-T01-20241007,MYS,MY-STR-003,TILL-ALL,2024-10-07,MYS-2024-10,MYR,22006.17,1320.34,-16.39,0.0,1746.29,0.0,TRANSFERRED,EMP-MY-10019,CLEAN
EOD-MY-004-T01-20241007,MYS,MY-STR-004,TILL-ALL,2024-10-07,MYS-2024-10,MYR,20472.59,1228.34,7.38,0.0,1294.25,0.0,TRANSFERRED,EMP-MY-10022,CLEAN
EOD-MY-005-T01-20241007,MYS,MY-STR-005,TILL-ALL,2024-10-07,MYS-2024-10,MYR,21549.97,1292.93,4.36,0.0,1516.67,0.0,TRANSFERRED,EMP-MY-10018,CLEAN
EOD-MY-006-T01-20241007,MYS,MY-STR-006,TILL-ALL,2024-10-07,MYS-2024-10,MYR,19384.25,1163.05,9.1,0.0,786.19,0.0,TRANSFERRED,EMP-MY-10024,CLEAN
EOD-MY-007-T01-20241007,MYS,MY-STR-007,TILL-ALL,2024-10-07,MYS-2024-10,MYR,24337.45,1460.22,-26.7,0.0,1208.88,0.0,TRANSFERRED,EMP-MY-10022,CLEAN
EOD-MY-008-T01-20241007,MYS,MY-STR-008,TILL-ALL,2024-10-07,MYS-2024-10,MYR,20486.36,1229.16,-24.36,0.0,1996.03,0.0,TRANSFERRED,EMP-MY-10024,CLEAN
EOD-SG-001-T01-20241007,SGP,SG-STR-001,TILL-ALL,2024-10-07,SGP-2024-10,SGD,20383.01,1834.42,5.91,5390.92,0.0,5638.63,TRANSFERRED,EMP-SG-10050,CLEAN
EOD-SG-002-T01-20241007,SGP,SG-STR-002,TILL-ALL,2024-10-07,SGP-2024-10,SGD,7484.58,667.4,-3.83,2924.37,0.0,1002.37,TRANSFERRED,EMP-SG-10057,CLEAN
EOD-SG-003-T01-20241007,SGP,SG-STR-003,TILL-ALL,2024-10-07,SGP-2024-10,SGD,6099.8,549.01,-29.67,2645.28,0.0,948.7,TRANSFERRED,EMP-SG-10049,CLEAN
EOD-SG-004-T01-20241007,SGP,SG-STR-004,TILL-ALL,2024-10-07,SGP-2024-10,SGD,6846.11,616.16,0.12,1843.92,0.0,1220.25,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-005-T01-20241007,SGP,SG-STR-005,TILL-ALL,2024-10-07,SGP-2024-10,SGD,7297.16,656.75,16.17,1608.99,0.0,1835.83,TRANSFERRED,EMP-SG-10052,CLEAN
EOD-SG-006-T01-20241007,SGP,SG-STR-006,TILL-ALL,2024-10-07,SGP-2024-10,SGD,5793.62,521.39,-25.24,2174.06,0.0,1392.88,TRANSFERRED,EMP-SG-10059,CLEAN
EOD-SG-007-T01-20241007,SGP,SG-STR-007,TILL-ALL,2024-10-07,SGP-2024-10,SGD,7019.22,631.73,-50.51,1814.73,0.0,1704.03,TRANSFERRED,EMP-SG-10050,CLEAN
EOD-MY-001-T01-20241008,MYS,MY-STR-001,TILL-ALL,2024-10-08,MYS-2024-10,MYR,56693.97,3401.64,10.2,0.0,2846.54,0.0,TRANSFERRED,EMP-MY-10013,CLEAN
EOD-MY-002-T01-20241008,MYS,MY-STR-002,TILL-ALL,2024-10-08,MYS-2024-10,MYR,20363.55,1221.77,-65.5,0.0,1642.06,0.0,TRANSFERRED,EMP-MY-10011,CLEAN
EOD-MY-003-T01-20241008,MYS,MY-STR-003,TILL-ALL,2024-10-08,MYS-2024-10,MYR,18401.74,1104.08,17.04,0.0,239.52,0.0,TRANSFERRED,EMP-MY-10020,CLEAN
EOD-MY-004-T01-20241008,MYS,MY-STR-004,TILL-ALL,2024-10-08,MYS-2024-10,MYR,20482.46,1228.95,28.41,0.0,0.0,0.0,TRANSFERRED,EMP-MY-10028,CLEAN
EOD-MY-005-T01-20241008,MYS,MY-STR-005,TILL-ALL,2024-10-08,MYS-2024-10,MYR,23053.18,1383.16,-27.42,0.0,2397.06,0.0,TRANSFERRED,EMP-MY-10024,CLEAN
EOD-MY-006-T01-20241008,MYS,MY-STR-006,TILL-ALL,2024-10-08,MYS-2024-10,MYR,21177.09,1270.61,-29.87,0.0,1617.77,0.0,TRANSFERRED,EMP-MY-10019,CLEAN
EOD-MY-007-T01-20241008,MYS,MY-STR-007,TILL-ALL,2024-10-08,MYS-2024-10,MYR,19472.84,1168.33,7.77,0.0,1765.49,0.0,TRANSFERRED,EMP-MY-10018,CLEAN
EOD-MY-008-T01-20241008,MYS,MY-STR-008,TILL-ALL,2024-10-08,MYS-2024-10,MYR,18341.94,1100.53,1.31,0.0,1559.38,0.0,TRANSFERRED,EMP-MY-10022,CLEAN
EOD-SG-001-T01-20241008,SGP,SG-STR-001,TILL-ALL,2024-10-08,SGP-2024-10,SGD,20731.9,1854.55,-113.41,6089.19,0.0,5284.35,TRANSFERRED,EMP-SG-10059,CLEAN
EOD-SG-002-T01-20241008,SGP,SG-STR-002,TILL-ALL,2024-10-08,SGP-2024-10,SGD,6193.19,557.36,0.6,2132.81,0.0,966.78,TRANSFERRED,EMP-SG-10046,CLEAN
EOD-SG-003-T01-20241008,SGP,SG-STR-003,TILL-ALL,2024-10-08,SGP-2024-10,SGD,6492.4,584.31,19.37,2306.86,0.0,1370.61,TRANSFERRED,EMP-SG-10056,CLEAN
EOD-SG-004-T01-20241008,SGP,SG-STR-004,TILL-ALL,2024-10-08,SGP-2024-10,SGD,7708.59,693.79,-2.22,2246.48,0.0,1386.87,TRANSFERRED,EMP-SG-10044,CLEAN
EOD-SG-005-T01-20241008,SGP,SG-STR-005,TILL-ALL,2024-10-08,SGP-2024-10,SGD,8027.85,722.51,-9.62,1534.81,0.0,2582.49,TRANSFERRED,EMP-SG-10040,CLEAN
EOD-SG-006-T01-20241008,SGP,SG-STR-006,TILL-ALL,2024-10-08,SGP-2024-10,SGD,6660.7,599.47,105.92,2484.58,0.0,210.57,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-007-T01-20241008,SGP,SG-STR-007,TILL-ALL,2024-10-08,SGP-2024-10,SGD,6542.03,588.76,23.97,2371.6,0.0,1036.02,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-MY-001-T01-20241009,MYS,MY-STR-001,TILL-ALL,2024-10-09,MYS-2024-10,MYR,48642.7,2918.5,-26.76,0.0,1687.28,0.0,TRANSFERRED,EMP-MY-10012,CLEAN
EOD-MY-002-T01-20241009,MYS,MY-STR-002,TILL-ALL,2024-10-09,MYS-2024-10,MYR,16348.18,980.91,8.6,0.0,1734.37,0.0,TRANSFERRED,EMP-MY-10029,CLEAN
EOD-MY-003-T01-20241009,MYS,MY-STR-003,TILL-ALL,2024-10-09,MYS-2024-10,MYR,19965.05,1197.92,-16.38,0.0,592.48,0.0,TRANSFERRED,EMP-MY-10021,CLEAN
EOD-MY-004-T01-20241009,MYS,MY-STR-004,TILL-ALL,2024-10-09,MYS-2024-10,MYR,17550.76,1053.08,-29.84,0.0,1961.54,0.0,TRANSFERRED,EMP-MY-10021,CLEAN
EOD-MY-005-T01-20241009,MYS,MY-STR-005,TILL-ALL,2024-10-09,MYS-2024-10,MYR,18472.42,1108.32,-117.0,0.0,654.09,0.0,TRANSFERRED,EMP-MY-10011,CLEAN
EOD-MY-006-T01-20241009,MYS,MY-STR-006,TILL-ALL,2024-10-09,MYS-2024-10,MYR,21504.3,1290.27,14.42,0.0,1183.97,0.0,TRANSFERRED,EMP-MY-10018,CLEAN
EOD-MY-007-T01-20241009,MYS,MY-STR-007,TILL-ALL,2024-10-09,MYS-2024-10,MYR,25367.68,1522.07,24.46,0.0,1481.25,0.0,TRANSFERRED,EMP-MY-10012,CLEAN
